client_name,invoice_number,invoice_date,due_date,item_description,item_quantity,item_total_price,tax,discount,total,payment_due_date,bank_name,account_number,payment_method
Ross-Fernandez,78321725,06/21/2015,,The Value Of Time,"2,00","39,01","13,65",,"150,19",,,GB67Z/G012410847361726,
Leonard LLC,89876179,04/14/2014,,DESIGNER MICHAEL KORS DRESS SIZE S,"4,00","88,00","21,60",,"237,60",,,,
Leonard LLC,89876179,04/14/2014,,Lily Pulitzer Beach Fit & Flare Dress 8 New,"2,00","149,60","21,60",,"237,60",,,,
Curtis-Wiggins,47486295,05/24/2021,,Day Trading Joe Ross New Hard cover English edition,"5,00","687,50","82,49",,"907,40",,,GB21QKNQ69324663047136,
Curtis-Wiggins,47486295,05/24/2021,,A TIME FOR MERCY by John Grisham,"3,00","8,88","82,49",,"907,40",,,GB21QKNQ69324663047136,
Curtis-Wiggins,47486295,05/24/2021,,That Quail Robert Beverley :A Life by Bryan Connon 2005 Hardcover New,"2,00","10,76","82,49",,"907,40",,,GB21QKNQ69324663047136,
Curtis-Wiggins,47486295,05/24/2021,,Pictures From a Distant Country: Seeing America Through Old Paper Money,"2,00","30,45","82,49",,"907,40",,,GB21QKNQ69324663047136,
Curtis-Wiggins,47486295,05/24/2021,,Introduction to Thematic Cartography,"3,00","29,67","82,49",,"907,40",,,GB21QKNQ69324663047136,
Curtis-Wiggins,47486295,05/24/2021,,Rebecca to the Rescue (American Girl (Quality)),"4,00","21,52","82,49",,"907,40",,,GB21QKNQ69324663047136,
"Allen, Murray and Carroll",72591450,05/13/2012,,"Dell Optiplex Desktop Computer with Dual 19"" LCD Monitors Windows 10 Pro","5,00","824,73","480,29",,"5,283,18",,,GB63MUDA41776263491543,
"Allen, Murray and Carroll",72591450,05/13/2012,,Fast Dell Optiplex Windows 10 Pro Desktop Computer Dual Core 6GB 160GB DVD WIFI,"3,00","395,84","480,29",,"5,283,18",,,GB63MUDA41776263491543,
"Allen, Murray and Carroll",72591450,05/13/2012,,HP ProDesk 400 G5 Mini Desktop Computer i5-9500T 8GB 256GB SSD W10P,"5,00","1,102,75","480,29",,"5,283,18",,,GB63MUDA41776263491543,
"Allen, Murray and Carroll",72591450,05/13/2012,,custom gaming computer,"2,00","990,00","480,29",,"5,283,18",,,GB63MUDA41776263491543,
"Allen, Murray and Carroll",72591450,05/13/2012,,"FAST Dell Optiplex Windows 10 Desktop Computer Tower C2D 4GB DVD WiFi 17"" LCD","3,00","412,34","480,29",,"5,283,18",,,GB63MUDA41776263491543,
"Allen, Murray and Carroll",72591450,05/13/2012,,AMD Dual Core 3.9Ghz 4GB DDR3 500GB WiFi Windows 10 office Desktop PC Computer,"3,00","824,97","480,29",,"5,283,18",,,GB63MUDA41776263491543,
"Allen, Murray and Carroll",72591450,05/13/2012,,Custom Build Dell Optiplex 9020 MT i5-4570 3.20GHz Desktop Computer PC,"3,00","732,57","480,29",,"5,283,18",,,GB63MUDA41776263491543,
English-Sanchez,31447231,06/18/2017,,"HP All-in-One Computer 22"" Full-HD Display Intel 2.90GHz 4GB 1TB HD Win10 TEAL","2,00","989,98","759,75",,"8,357,28",,,GB76WGQ003211160753467,
English-Sanchez,31447231,06/18/2017,,Lenovo C20-00...all in one desktop computer :.with Wireless Mouse.....,"1,00","305,40","759,75",,"8,357,28",,,GB76WGQ003211160753467,
English-Sanchez,31447231,06/18/2017,,Computer Desktop Gaming i5 Ram 16 G,"1,00","346,50","759,75",,"8,357,28",,,GB76WGQ003211160753467,
English-Sanchez,31447231,06/18/2017,,"FAST Dell Optiplex Windows 10 Desktop Computer Tower C2D 4GB DVD WiFi 17"" LCD","1,00","137,45","759,75",,"8,357,28",,,GB76WGQ003211160753467,
English-Sanchez,31447231,06/18/2017,,Ryzen Gaming Computer,"5,00","4,136,00","759,75",,"8,357,28",,,GB76WGQ003211160753467,
English-Sanchez,31447231,06/18/2017,,SAMA RGB Gaming PC Desktop Computer i5 3.7GHz Nvidia GTX 1060 16GB Windows 10,"2,00","880,00","759,75",,"8,357,28",,,GB76WGQ003211160753467,
English-Sanchez,31447231,06/18/2017,,Custom Build Dell Optiplex 5040 MT i7-6700 3.40GHz Desktop Computer PC,"4,00","1,561,96","759,75",,"8,357,28",,,GB76WGQ003211160753467,
"Garcia, Sanchez and Marshall",49593532,10/01/2013,,Beige Color Hand Knotted 2'x4' Afghan Kilim Rug Carpet Traditional Ghazni Floral,"3,00","561,00","536,42",,"5,900,59",,,GB29Z5DQ762076207643221422,
"Garcia, Sanchez and Marshall",49593532,10/01/2013,,Faux Fur Star Heart Bedroom Mat Non Slip Shaggy Area Rug Fluffy Floor Carpet Rug,"1,00","61,34","536,42",,"5,900,59",,,GB29Z5DQ762076207643221422,
"Garcia, Sanchez and Marshall",49593532,10/01/2013,,YILONG 4'x6' Golden Handmade Carpet Antique Hand Knotted Silk Rugs 086B,"1,00","3,960,00","536,42",,"5,900,59",,,GB29Z5DQ762076207643221422,
"Garcia, Sanchez and Marshall",49593532,10/01/2013,,Hippie 3D Starry Sky Carpet Child Play Area Rug Kids Room Carpets Mat Home Decor,"5,00","64,29","536,42",,"5,900,59",,,GB29Z5DQ762076207643221422,
"Garcia, Sanchez and Marshall",49593532,10/01/2013,,Handmade Thick round warm crochet Rug Carpet Mat 97% acrylic 3% me Floor Decor,"4,00","197,96","536,42",,"5,900,59",,,GB29Z5DQ762076207643221422,
"Garcia, Sanchez and Marshall",49593532,10/01/2013,,Hand Knotted Beige/Gray Color Home Décor Foyer 3x5 Silk Area Rug Oriental Carpet,"3,00","1,056,00","536,42",,"5,900,59",,,GB29Z5DQ762076207643221422,
Walsh-Pearson,11460594,04/09/2016,,Wine Bottle Holder From Costa Rica Has A Parrot Painted On It,"1,00","5,50","58,05",,"638,57",,,GB29MQOF52854945132388,
Walsh-Pearson,11460594,04/09/2016,,Wine Glasses Wall Mount Wine Glass Rack Storage Shelf for The Cabinet,"1,00","23,72","58,05",,"638,57",,,GB29MQOF52854945132388,
Walsh-Pearson,11460594,04/09/2016,,Wine Rack Holder Iron Art Hanging Racks Glass Cup Stemware Shelf Mounted 2 Color,"4,00","82,50","58,05",,"638,57",,,GB29MQOF52854945132388,
Walsh-Pearson,11460594,04/09/2016,,Lolita Hand Painted Christmas Wine Glass - Gingerbread Wonderland Rare,"2,00","417,98","58,05",,"638,57",,,GB29MQOF52854945132388,
Walsh-Pearson,11460594,04/09/2016,,2 Hand Blown Wine Water Goblet Glass Art Mexico Pulled Feather Iridescent Swirl,"2,00","65,98","58,05",,"638,57",,,GB29MQOF52854945132388,
Walsh-Pearson,11460594,04/09/2016,,Leed's Wine Companion Bottle Corkscrew Opener Gift Box Set with Foil Cutter,"2,00","16,50","58,05",,"638,57",,,GB29MQOF52854945132388,
Walsh-Pearson,11460594,04/09/2016,,Set of 2 Stemless Christmas Wine Glasses NEW,"2,00","26,40","58,05",,"638,57",,,GB29MQOF52854945132388,
"Jessica, NV",50846623,01/30/2016,,Sony PlayStation 3 12 GB Charcoal Black Console (Used),"1,00","120,99","11,00",,"120,99",,,GB72QPXT15450103985559,
Myers PLC,99935945,03/19/2014,,Sitting Deer Wine Bottle Holder Decoration New,"4,00","135,87","122,64",,"1,349,08",,,GB08EMXZ19805313285067,
Myers PLC,99935945,03/19/2014,,Press Wine 20L Fruit Cider Apple Crusher Juice Grape Stainless Maker Grapes New,"3,00","986,70","122,64",,"1,349,08",,,GB08EMXZ19805313285067,
Myers PLC,99935945,03/19/2014,,"Brand new Cuisinart CWO-25 Electric Wine Opener, Stainless Steel","3,00","66,00","122,64",,"1,349,08",,,GB08EMXZ19805313285067,
Myers PLC,99935945,03/19/2014,,Outdoor Wine Glass Beer Holder To Armrest With Attachments Red Wine Base yoxq,"3,00","37,75","122,64",,"1,349,08",,,GB08EMXZ19805313285067,
Myers PLC,99935945,03/19/2014,,NEW Oak Barrel Wooden Barrel for Storage Aging Wine Whiskey Spirits Wine Barrel,"4,00","122,76","122,64",,"1,349,08",,,GB08EMXZ19805313285067,
Briggs Inc,68094256,02/18/2016,,36 Inches Marble Meeting Table Top Inlay Dinning Table with Red Jasper Stone Art,"1,00","513,87","292,88",,"3,221,63",,,GB30WOBU249124912464291005,
Briggs Inc,68094256,02/18/2016,,Multi Color Stones Inlay Art Coffee Table Top Marble Patio Sofa Table 27 Inches,"3,00","707,75","292,88",,"3,221,63",,,GB30WOBU249124912464291005,
Arroyo-Cobb,63959029,09/29/2020,,Semi precious Stone Work Inlaid Dinning Table Top Marble Kitchen Table 42 Inches,"2,00","5,491,20","4,327,34",,"47,600,71",,,GB27XHTH60562376011688,
Arroyo-Cobb,63959029,09/29/2020,,36 Inches Marble Office Table Top with Multi Gemstones Work Dinning Table Top,"3,00","5,556,37","4,327,34",,"47,600,71",,,GB27XHTH60562376011688,
Arroyo-Cobb,63959029,09/29/2020,,"48"" Marble Round Dining Table Top Lapis Floral Inlay Arts Restaurant Decor E1053","4,00","36,553,13","4,327,34",,"47,600,71",,,GB27XHTH60562376011688,
Phillips-Moreno,67117171,01/27/2021,,The Complete Idiots Guide to Trouble-Free Home Re,"4,00","19,76","15,66",,"172,22",,,GB860ULB80821848504333,
Phillips-Moreno,67117171,01/27/2021,,Aesop's Fables Aesop Illustrated By A. Rackham Sealed Leather Bound Collectible,"4,00","152,46","15,66",,"172,22",,,GB860ULB80821848504333,
"Johnson, Brown and Chapman",74467550,04/04/2017,,A History of Christianity Vol. 1: Beginnings to 1500 by Kenneth S. Latourette,"2,00","9,00","0,82",,"9,00",,,GB37CWRV54972614293662,
Boyle-Bowman,18001647,03/21/2013,,"Black House: A Novel by Stephen King, Peter Straub","4,00","19,76","3,59",,"39,51",,,GB23XKNN05998495607263,
Boyle-Bowman,18001647,03/21/2013,,A Million Little Bricks The Unofficial Illustrated History of the LE,"4,00","19,76","3,59",,"39,51",,,GB23XKNN05998495607263,
"Webb, Bradshaw and Keller",82017885,01/20/2012,,PUMA RS DREAMER SUPER MARIO 64 NINTENDO Little Kids US 2.5,"4,00","550,00","93,09",,"1,023,94",,,GB08ULB072831127509941,
"Webb, Bradshaw and Keller",82017885,01/20/2012,,NWT VANS BOYS/YOUTH SK8-HI MTE SNEAKERS/SHOES SIZE 13.BRAND NEW FOR 2020! WOW!,"1,00","27,49","93,09",,"1,023,94",,,GB08ULB072831127509941,
"Webb, Bradshaw and Keller",82017885,01/20/2012,,Florsheim kid's boys Lace Up Oxford Suede Dress Shoes Size 6M Solid Beige,"4,00","131,96","93,09",,"1,023,94",,,GB08ULB072831127509941,
"Webb, Bradshaw and Keller",82017885,01/20/2012,,jordan 3 white cement size 13.5 kids youth boys,"4,00","92,40","93,09",,"1,023,94",,,GB08ULB072831127509941,
"Webb, Bradshaw and Keller",82017885,01/20/2012,,Roper Boys' American Patriot Boot Square Toe Sz 4 Big Kids Flag Red White Blue,"4,00","215,60","93,09",,"1,023,94",,,GB08ULB072831127509941,
"Webb, Bradshaw and Keller",82017885,01/20/2012,,Boys water/beach/pool black orange and blue hook and loop size 13-1 shoes,"5,00","6,49","93,09",,"1,023,94",,,GB08ULB072831127509941,
"Werner, Gilmore and Martin",68899128,10/15/2013,,"Checkered Gabbeh Kashkoli
Oriental Area Rug
Contemporary Hand-knotted
6x8 Carpet","1,00","458,96","105,40",,"1,159,39",,,GB03W50L06269905573746,
"Werner, Gilmore and Martin",68899128,10/15/2013,,"YILONG 1.2x1.7'' 300L Tree And
Birds Handmade Silk Rug
Carpet Tapestry LH691A","3,00","620,40","105,40",,"1,159,39",,,GB03W50L06269905573746,
"Werner, Gilmore and Martin",68899128,10/15/2013,,"Silky Fake Fur Fluffy Carpet
Non-slip Shaggy Area Rug Floor
Mat White+Brown","3,00","48,21","105,40",,"1,159,39",,,GB03W50L06269905573746,
"Werner, Gilmore and Martin",68899128,10/15/2013,,"Luxury Bedroom Carpet Faux
Fur Area Rugs Shaggy for Floor
Reading Room Gray","2,00","31,81","105,40",,"1,159,39",,,GB03W50L06269905573746,
Lopez and Sons,44649974,11/27/2012,,"Nintendo Wii White Console
RVL-001 Bundle 10 games
Complete Gamecube Compatible","2,00","220,00","289,79",,"3,187,64",,,GB57RRQX95304279112019,
Lopez and Sons,44649974,11/27/2012,,"Presale Microsoft Xbox Series X
1TB Black Console Confirmed
Order Free Shipping","1,00","720,50","289,79",,"3,187,64",,,GB57RRQX95304279112019,
Lopez and Sons,44649974,11/27/2012,,"Xbox One X 1 TB Console w/
Wireless Controller","2,00","440,00","289,79",,"3,187,64",,,GB57RRQX95304279112019,
Lopez and Sons,44649974,11/27/2012,,"Sony PlayStation 1 PS1 Console
model scph-7501","3,00","49,47","289,79",,"3,187,64",,,GB57RRQX95304279112019,
Lopez and Sons,44649974,11/27/2012,,"PlayStation Vita Minecraft
Special Edition Bundle Console
SONY JPN import F/S","3,00","877,80","289,79",,"3,187,64",,,GB57RRQX95304279112019,
Lopez and Sons,44649974,11/27/2012,,"Nintendo Wii Console Mario Kart
Controller Wii Fit 2 Board
Remotes Game BUNDLE","4,00","879,87","289,79",,"3,187,64",,,GB57RRQX95304279112019,
"Warren, Campbell and Cohen",57475368,06/19/2020,,Nintendo Wii U Console Deluxe/Handheld Bundle,"5,00","439,95","133,98",,"1,473,80",,,GB14HZXM84499092399437,
"Warren, Campbell and Cohen",57475368,06/19/2020,,Nintendo DSOriginal NTR-001 Console Camouflage Tested Works,"5,00","5,45","133,98",,"1,473,80",,,GB14HZXM84499092399437,
"Warren, Campbell and Cohen",57475368,06/19/2020,,Nintendo Game Boy Micro Console - Black (OXYSFBB),"1,00","143,00","133,98",,"1,473,80",,,GB14HZXM84499092399437,
"Warren, Campbell and Cohen",57475368,06/19/2020,,Sega V Saturn Victor Console RG-JX1 Gray Tested Working Japan,"3,00","362,97","133,98",,"1,473,80",,,GB14HZXM84499092399437,
"Warren, Campbell and Cohen",57475368,06/19/2020,,Sony PlayStation 1 PS1 Console model scph-7501,"1,00","16,49","133,98",,"1,473,80",,,GB14HZXM84499092399437,
"Warren, Campbell and Cohen",57475368,06/19/2020,,Nintendo Wii Console - 2 sets controllers Plus All Cables Included Works Great,"3,00","329,97","133,98",,"1,473,80",,,GB14HZXM84499092399437,
"Warren, Campbell and Cohen",57475368,06/19/2020,,Nintendo GameCube System Console Bundle Mario Sunshine + Genuine controller LOT,"1,00","175,99","133,98",,"1,473,80",,,GB14HZXM84499092399437,
"Pope, Yang and Farley",47725399,05/14/2013,,Dell Optiplex 390 i5 3.10Ghz Quad Core Computer w/4Gb RAM DVDRW noHD Free Ship,"3,00","280,47","296,55",,"3262,02",,,GB56FQVF05871352476264,
"Pope, Yang and Farley",47725399,05/14/2013,,"HP ProDesk G1 Desktop Computer Core i3 3.4GHz 8GB 500GB HD 19"" LCD Windows 10 PC","1,00","131,95","296,55",,"3262,02",,,GB56FQVF05871352476264,
"Pope, Yang and Farley",47725399,05/14/2013,,HP Windows 10 Pro Fast Desktop Computer PC I Intel 3.00 I 8GB I 1TB WIFI 6 Gigabit Lan Firewall Desktop,"4,00","307,78","296,55",,"3262,02",,,GB56FQVF05871352476264,
"Pope, Yang and Farley",47725399,05/14/2013,,6 Gigabit Lan Firewall Desktop Computer onboard CPU Intel core 13 15 17 Router,"3,00","782,10","296,55",,"3262,02",,,GB56FQVF05871352476264,
"Pope, Yang and Farley",47725399,05/14/2013,,Dell OptiPlex 390 SFF Computer Windows 7 Pro i3 3.10GHz 4GB RAM 232GB HDD,"5,00","329,73","296,55",,"3262,02",,,GB56FQVF05871352476264,
"Pope, Yang and Farley",47725399,05/14/2013,,2 Gaming Computers,"1,00","430,00","296,55",,"3262,02",,,GB56FQVF05871352476264,
Ellis Group,95163776,07/10/2016,,CLEARANCE! Fast Dell Desktop Computer PC DUAL CORE WINDOWS 10 4/8/16GB RAM,"3,00","689,70","66,48",,"731,23",,,GB62QJUV47397397861954934,
Ellis Group,95163776,07/10/2016,,HP T520 Thin Client Computer AMD GX-212JC 1.2GHz 4GB RAM TESTED !READ BELOW!!,"1,00","41,53","66,48",,"731,23",,,GB62QJUV47397397861954934,
Johnson-Rodriguez,24327499,11/28/2017,,YILONG 5.6'x8.2'' Handknotted Silk Rug Red Medallion Indoor Durable Carpet 1842,"3,00","890,00","1,746,23",,"19,208,48",,,GB87NREJ00916070812785,
Johnson-Rodriguez,24327499,11/28/2017,,"Turkish Kayseri Small Kilim Rug, Doormat, Bathmat, Decor Area Rug Carpet 41""x74""","5,00","302,50","1,746,23",,"19,208,48",,,GB87NREJ00916070812785,
Johnson-Rodriguez,24327499,11/28/2017,,4'x6'' Wool Floral Handmade Rugs Carpet Moroccan Pastel Color Living Room Navajo,"2,00","657,80","1,746,23",,"19,208,48",,,GB87NREJ00916070812785,
Johnson-Rodriguez,24327499,11/28/2017,,Yilong 5.5'x8'' Handwoven Silk Area Rugs Red Living Room Classic Carpets 1696,"2,00","726,00","1,746,23",,"19,208,48",,,GB87NREJ00916070812785,
Johnson-Rodriguez,24327499,11/28/2017,,3X5 Ft Cotton Chindi Rug Dining Room Carpet Floor Mat Handwoven Area Rug Throw,"5,00","98,18","1,746,23",,"19,208,48",,,GB87NREJ00916070812785,
Williamfurt,22883270,06/20/2018,,B362 Nintendo 2DS console Lavender Japan X,"2,00","65,98","499,39",,"5,493,34",,,GB57PPPX42673286855622,
Williamfurt,22883270,06/20/2018,,Nintendo Switch Animal Crossing: New Horizon Special Edition Console BRAND NEW,"4,00","1,755,60","499,39",,"5,493,34",,,GB57PPPX42673286855622,
Williamfurt,22883270,06/20/2018,,NEC PC Engine INTERFACE UNIT IFU-30 CD ROM Console PI-TG001 Tested Japan,"3,00","527,97","499,39",,"5,493,34",,,GB57PPPX42673286855622,
Williamfurt,22883270,06/20/2018,,Nintendo Switch Lite Turquoise Blue CONSOLE ONLY No Charger [B1-3],"3,00","445,50","499,39",,"5,493,34",,,GB57PPPX42673286855622,
Williamfurt,22883270,06/20/2018,,"Original Nintendo Gaming Console with Robot, 9 games & extras","5,00","2,612,50","499,39",,"5,493,34",,,GB57PPPX42673286855622,
Williamfurt,22883270,06/20/2018,,PocketGo Bittboy v2 White Retro Video Game Portable Console - 3.5 IPS display,"2,00","85,80","499,39",,"5,493,34",,,GB57PPPX42673286855622,
Stewart PLC,41888239,08/11/2018,,October Mist - Deer Metal Side Table by Rosemary Millette,"4,00","395,78","599,47",,"6,594,14",,,GB31IDIC80119873375691,
Stewart PLC,41888239,08/11/2018,,"24"" Marble White Coffee Top Table","3,00","3,029,96","599,47",,"6,594,14",,,GB31IDIC80119873375691,
Stewart PLC,41888239,08/11/2018,,2'' Black Marble Coffee Top Side Table Furniture Indoor Decor W045,"4,00","2,373,80","599,47",,"6,594,14",,,GB31IDIC80119873375691,
Stewart PLC,41888239,08/11/2018,,4Pcs Adjustable Stainless Steel Cabinet Legs Kitchen Feet Round Stand Holders,"2,00","26,29","599,47",,"6,594,14",,,GB31IDIC80119873375691,
Stewart PLC,41888239,08/11/2018,,Hardwood Insect Pinning Block Contains 9 Holes with Same Heights for Pin,"1,00","14,81","599,47",,"6,594,14",,,GB31IDIC80119873375691,
Stewart PLC,41888239,08/11/2018,,"15""x15"" White Marble Coffee Custom Table Pauashell Pietradura Inlay Floral Décor","1,00","753,50","599,47",,"6,594,14",,,GB31IDIC80119873375691,
"Clark, Brown and Jones",46920651,11/15/2015,,NEW 6 Pcs Rabbit Wine Opener Set With Accessories Tools Gift Box #A16,"4,00","87,78","38,66",,"425,26",,,GB71AYTX61593300702772,
"Clark, Brown and Jones",46920651,11/15/2015,,Alcoholmeter Alcohol Meter Wine 0100ké-Thermometer Set Bar Tools Vintage Tester,"3,00","46,46","38,66",,"425,26",,,GB71AYTX61593300702772,
"Clark, Brown and Jones",46920651,11/15/2015,,Vintage Metal Art Sculpture Carving Chef Wine Bottle Holder and Display Tin Chef,"4,00","114,31","38,66",,"425,26",,,GB71AYTX61593300702772,
"Clark, Brown and Jones",46920651,11/15/2015,,"Grand Reserve Wine Bottle Opener, Bar Stand, Table Top Cork Puller","2,00","87,98","38,66",,"425,26",,,GB71AYTX61593300702772,
"Clark, Brown and Jones",46920651,11/15/2015,,Wine Opener Accessories Gift Tools Set with Waiters Corkscrew Opener 5 Piece,"1,00","12,88","38,66",,"425,26",,,GB71AYTX61593300702772,
"Clark, Brown and Jones",46920651,11/15/2015,,"(2) stacking Metal 8 Wine bottle holder Storage Rack, 8 bottles counter Display","1,00","18,69","38,66",,"425,26",,,GB71AYTX61593300702772,
"Clark, Brown and Jones",46920651,11/15/2015,,HOME ESSENTIALS GRADIENT STEMLESS WINE GLASSES SET OF 4 20 FL OZ (591 ml) NEW,"4,00","57,16","38,66",,"425,26",,,GB71AYTX61593300702772,
Sanchez-Wilson,30231187,07/22/2011,,Nike Dangeruss Wilson Youth Flex Shoes Green Blue Sneakers Kids Size 12.5,"1,00","21,95","12,99",,"142,90",,,GB03MLFH89971713230607,
Sanchez-Wilson,30231187,07/22/2011,,Joma Boys Youth Super Copa 102 Soccer Cleats 1.5 White Yellow Blue Futbol NEW,"1,00","21,99","12,99",,"142,90",,,GB03MLFH89971713230607,
Sanchez-Wilson,30231187,07/22/2011,,FABULOUS Nike Boy's Kyrie 3 White Basketball Shoes Size 5.5Y 859466-103 WITH BOX,"3,00","98,97","12,99",,"142,90",,,GB03MLFH89971713230607,
"Lopez, Beard and James",23882917,03/29/2014,,Birthday Girl 15 OZ Hand Painted Wine Glass With Box & Recipe by Lolita New,"4,00","57,16","16,20",,"178,16",,,GB71/GH/09185292494135,
"Lopez, Beard and James",23882917,03/29/2014,,Wine spoon,"3,00","16,50","16,20",,"178,16",,,GB71/GH/09185292494135,
"Lopez, Beard and James",23882917,03/29/2014,,"Metal 12"" tabletop Wine Bottle Display Rack Holder Caddy barware glass grapes","1,00","49,50","16,20",,"178,16",,,GB71/GH/09185292494135,
"Lopez, Beard and James",23882917,03/29/2014,,Wine Bottle Holder From Costa Rica Has A Parrot Painted On It,"1,00","5,50","16,20",,"178,16",,,GB71/GH/09185292494135,
"Lopez, Beard and James",23882917,03/29/2014,,Vintage Anjou Water Goblets/Wine Glass New Set by Leonard Silver MFG 4 Piece Set,"5,00","49,50","16,20",,"178,16",,,GB71/GH/09185292494135,
"Smith, Jennings and Daugherty",43437889,12/06/2019,,Presale Microsoft Xbox Series X 1TB Black Console Confirmed Order Free Shipping,"4,00","2,882,00","488,30",,"5,371,27",,,GB38YAIZ85835028614360,
"Smith, Jennings and Daugherty",43437889,12/06/2019,,New Nintendo 2DS XL Console Black/Turquoise w/ Mario Kart 7 Preinstalled -JA1141,"3,00","428,97","488,30",,"5,371,27",,,GB38YAIZ85835028614360,
"Smith, Jennings and Daugherty",43437889,12/06/2019,,Hyperkin RetroN 3 HD Console for NES SNES Super Famicom Genesis/Mega Drive Black,"5,00","220,00","488,30",,"5,371,27",,,GB38YAIZ85835028614360,
"Smith, Jennings and Daugherty",43437889,12/06/2019,,Xbox 360 console with games,"5,00","225,50","488,30",,"5,371,27",,,GB38YAIZ85835028614360,
"Smith, Jennings and Daugherty",43437889,12/06/2019,,BRAND NEW Nintendo Switch Console with Neon Red Neon Blue Joy-Cons SHIPS TODAY!,"4,00","1,614,80","488,30",,"5,371,27",,,GB38YAIZ85835028614360,
"Poole, Hood and Landry",97781335,12/21/2018,,Silky Fake Fur Fluffy Carpet,"2,00","32,14","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
"Poole, Hood and Landry",97781335,12/21/2018,,Non-slip Shaggy Area Rug Floor Mat White-+Brown,"2,00","7,920,00","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
"Poole, Hood and Landry",97781335,12/21/2018,,YILONG 4'x6'' Vintage Handmade Carpet Medallion Porch Hand Knotted Silk Rugs 080B,"2,00","42,88","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
"Poole, Hood and Landry",97781335,12/21/2018,,Leopard Printed Rug Skin Mat Leather Faux Fur Animals Area Rugs Home Carpets,"2,00","131,96","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
"Poole, Hood and Landry",97781335,12/21/2018,,New Design Rectangular Hand Woven Chindi Rag Rug Floor Handmade Carpet Aztec Mat,"4,00","42,900,00","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
"Poole, Hood and Landry",97781335,12/21/2018,,YILONG 9'x12'' Oversize Handmade Silk Carpet Antistatic Luxurious Area Rug T/107A,"5,00","19,800,00","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
"Poole, Hood and Landry",97781335,12/21/2018,,YILONG 4'x6'' Traditional Handmade Carpet Parlor Home Hand Knotted Silk Rugs 084B,"5,00","18,150,00","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
"Poole, Hood and Landry",97781335,12/21/2018,,Yilong 5.5'x8' Handwoven Silk Area Rugs Red Living Room Classic Carpets 1696,"5,00","16,500,00","8,088,82",,"88,976,98",,,GB66RVDS08242902932432,
Bailey Ltd,39510474,08/24/2018,,nickelodeon TMNT Teenage Mutant Ninja Turtles D L M R 6in Action Figure Kids Toy,"1,00","47,28","4,30",,"47,28",,,GB94ARKE11435042702409,
"Robinson, Noble and Hayden",90418276,09/06/2016,,HP Pro 3500 Microtower Desktop Computer 3.4GHz i3 4GB 500GB Windows 10 Pro,"1,00","82,49","764,13",,"8,405,45",,,GB74RKUM83500146481805,
"Robinson, Noble and Hayden",90418276,09/06/2016,,ViewSonic VOT 133 Nettop Mini PC Computer VS14165 E-350 @ 1.6GHz 2GB 320GB NO OS,"5,00","219,95","764,13",,"8,405,45",,,GB74RKUM83500146481805,
"Robinson, Noble and Hayden",90418276,09/06/2016,,GAMING PC Desktop Computer RGB BUNDLE Intel CORE i7 16GB RAM Nvidia GTX 1650 1TB,"2,00","1,209,98","764,13",,"8,405,45",,,GB74RKUM83500146481805,
"Robinson, Noble and Hayden",90418276,09/06/2016,,STUDENT/WORK COMPUTER WORKSTATION WINDOWS 10 PRO,"1,00","110,00","764,13",,"8,405,45",,,GB74RKUM83500146481805,
"Robinson, Noble and Hayden",90418276,09/06/2016,,10-Core Gaming Computer Desktop PC Tower 500 GB Quad 8GB AMD R7 GRAPHICS NEW,"5,00","2,757,26","764,13",,"8,405,45",,,GB74RKUM83500146481805,
"Robinson, Noble and Hayden",90418276,09/06/2016,,Dell Desktop Computer PC Core i5 3.1GHz 8GB RAM 500GB HD Wifi DVD Windows 10,"4,00","549,78","764,13",,"8,405,45",,,GB74RKUM83500146481805,
"Robinson, Noble and Hayden",90418276,09/06/2016,,Fast i7 RGB Gaming Desktop PC Computer VR-Ready WiFi AAA Fortnite GTAV PUBG IG3,"4,00","3,476,00","764,13",,"8,405,45",,,GB74RKUM83500146481805,
Morales-Snyder,26413291,01/17/2019,,Cherry Halter Rockabilly Black Summer Dress Size 3/4,"5,00","19,25","7,14",,"78,58",,,GB81LKZL28419175693967,
Morales-Snyder,26413291,01/17/2019,,Women Sexy Lingerie Lace Dress Underwear Babydoll Sleepwear G-string Bikini Lot,"4,00","4,36","7,14",,"78,58",,,GB81LKZL28419175693967,
Morales-Snyder,26413291,01/17/2019,,Rebecca Minkoff Black Polyester Fringe and Lambskin Dress Sz 12,"2,00","21,98","7,14",,"78,58",,,GB81LKZL28419175693967,
Morales-Snyder,26413291,01/17/2019,,Unbranded Dress Sleeveless Cowl Neck Gold Silver Purple Metallic Size 6 S,"3,00","33,00","7,14",,"78,58",,,GB81LKZL28419175693967,
"Delgado, Smith and Austin",92354720,07/05/2018,,Pier 1 Multi-color Cordial Liqueur Wine Glasses Set of 4,"5,00","165,00","51,36",,"565,00",,,GB87DPWL76738623541675,
